idMaquina,nro_egm,fabricante,modelo,p_pago,denom,juego,nro_serie,programa,credito,estado,img,ap_minima,ap_maxima,cant_lineas,tipo_juego
309,2402153,IGT,"G23 AVP 3.0",91.9,0.01,"FOUR GREAT CHINESE BEAUTIES",2050360,GI014005JE1M004,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
310,2402154,IGT,"G23 AVP 3.0",94.0,0.01,"THREE KINGS VIDEO REEL",2050499,"GI014001Q68B012 / AI014-09P",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
311,2402155,IGT,"G23 AVP 3.0",94.0,0.01,"THREE KINGS VIDEO REEL",2050840,"GI014001Q68B012 / AI014-09P",0.05,1,igt.jpg,NULL,NULL,NULL,NULL
312,2402156,IGT,"G23 AVP 3.0",94.0,0.01,"THREE KINGS VIDEO REEL",2050481,"GI014001Q68B012 / AI014-09P",0.05,1,igt.jpg,NULL,NULL,NULL,NULL
313,2402157,IGT,"G23 AVP 3.0",94.0,0.01,"THREE KINGS VIDEO REEL",2050482,"GI014001Q68B012 / AI014-09P",0.05,1,igt.jpg,NULL,NULL,NULL,NULL
314,2402162,IGT,"G23 AVP 3.0",91.9,0.01,"DAY OF THE DEAD",2050512,"GI014001KP6B001 / AI014-09P",0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
315,2402165,IGT,"G23 AVP 3.0",92.5,0.01,"CLEOPATRA 9L (LOCALIZED)",2050511,GI014005SB4M004,0.25,1,igt.jpg,NULL,NULL,NULL,NULL
316,2402166,IGT,"G23 AVP 3.0",91.9,0.01,"DAKOTA THUNDER",2050476,"GI014001BS7H004 / AI014-09P",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
317,2402167,IGT,"G23 AVP 3.0",92.0,0.01,"DOLLY LIVE!",2050508,GI014005TI6B001,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
318,2402168,IGT,"G23 AVP 3.0",91.9,0.01,"MIDNIGHT ECLIPSE LOCALIZED",2050859,GI014005GR8H005,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
319,2402169,IGT,"G23 AVP 3.0",91.9,0.01,"TAKES THE CAKE",2050847,Gl014002PL9B003,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
320,2402170,IGT,"G23 AVP 3.0",91.9,0.01,"MAGIC ORCHID",2050839,"GI014001DF6C003 / AI014-09P",0.05,1,igt.jpg,NULL,NULL,NULL,NULL
321,2402172,IGT,"G23 AVP 3.0",91.8,0.01,"CHEEKY LIL DEVIL",2050489,GI014005TM8J004,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
322,2402173,IGT,"G23 AVP 3.0",92.9,0.01,"GRAND MONARCH 50L",2050501,"GI014001W720006 / AI014-09P",0.05,1,igt.jpg,NULL,NULL,NULL,NULL
323,2402174,IGT,"G23 AVP 3.0",92.9,0.01,"GRAND MONARCH 50L",2050509,"GI014001W720006 / AI014-09P",0.05,1,igt.jpg,NULL,NULL,NULL,NULL
324,2402175,IGT,"G23 AVP 3.0",92.9,0.01,"GRAND MONARCH 50L",2050516,"GI014001W720006 / AI014-09P",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
325,2402176,IGT,"G23 AVP 3.0",91.5,0.01,"GRAND MONARCH 50L",2050518,"GI014001W720006 / AI014-09P",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
326,2402178,IGT,"G23 AVP 3.0",91.9,0.01,"BOOK OF WONDER",2050831,GI014005LL3M004,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
327,2402180,IGT,"G23 AVP 3.0",93.5,0.01,"FIGARO 466L",2050477,"GI014001AW8E011 / AI014-09P",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
328,2402181,IGT,"G23 AVP 3.0",92.0,0.01,"GOLDEN KNIGHT",2050861,"GI014001GB80001 / AI014-09P",0.05,1,igt.jpg,NULL,NULL,NULL,NULL
329,2402182,IGT,"G23 AVP 3.0",93.6,0.01,"GOLDEN KNIGHT",2050519,"GI014001GB80001 / AI014-09P",0.05,1,igt.jpg,NULL,NULL,NULL,NULL
330,2402183,IGT,"G23 AVP 3.0",92.0,0.01,"GOLDEN KNIGHT",2050520,"GI014001GB80001 / AI014-09P",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
331,2402184,IGT,"G23 AVP 3.0",92.0,0.01,"IN BLOOM",2050846,GI014005NJ8B007,0.25,1,igt.jpg,NULL,NULL,NULL,NULL
332,2402193,IGT,"G23 AVP 3.0",91.9,0.01,"GLORY ON ICE",2050347,GI014005QQ9M001,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
333,2402194,IGT,"G23 AVP 3.0",92.0,0.01,"BIGHORN BUCKS",2050355,GI014005BHAH003,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
334,2402196,IGT,"G23 AVP 3.0",92.0,0.01,"WOLF RUN 2",2050372,GI014002KD5H003/AI014-09J,0.25,1,igt.jpg,NULL,NULL,NULL,NULL
335,2402197,IGT,"G23 AVP 3.0",93.5,0.01,"THUNDERING BUFFALO",2050366,GI014005JW3E001,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
336,2402198,IGT,"G23 AVP 3.0",93.5,0.01,"THUNDERING BUFFALO",2050342,GI014005JW3E001,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
337,2402199,IGT,"G23 AVP 3.0",92.6,0.01,"CRAZY CHAMELEON",2050356,GI014005IH7H003,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
338,2402200,IGT,"G23 AVP 3.0",92.0,0.01,"ISLAND EYES",2050357,GI014005MO2H005,0.25,1,igt.jpg,NULL,NULL,NULL,NULL
339,2402201,IGT,"G23 AVP 3.0",92.5,0.01,"LUCKY LARRYS LOBSTERMANIA 2",2050382,Gl014001FY5E006,0.25,1,igt.jpg,NULL,NULL,NULL,NULL
340,2402202,IGT,"G23 AVP 3.0",91.9,0.01,"TAKES THE CAKE",2050353,Gl014002PL9B003,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
341,2402203,IGT,"G23 AVP 3.0",91.5,0.01,"THE LOVERLY OUTIAWS",2050376,Gl014005LZ4H003,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
342,2402204,IGT,"G23 AVP 3.0",92.0,0.01,"MIDNIGHT TREASURES",2050380,GI014005GU8H003/AI014-09J,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
343,2402205,IGT,"G23 AVP 3.0",92.0,0.01,"PEARL BAY",2050359,GI014005JE3H003,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
344,2402206,IGT,"G23 AVP 3.0",92.0,0.01,"PEARL BAY",2050338,GI014005JE3H003,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
345,2402207,IGT,"G23 AVP 3.0",93.5,0.01,"FIRE HORSE MW EXTRA",2050502,"GI014001DR20001 / AI014-09P",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
346,2402208,IGT,"G23 AVP 3.0",93.5,0.01,"FIRE HORSE MW EXTRA",2050507,"GI014001DR20001 / AI014-09P",0.05,1,igt.jpg,NULL,NULL,NULL,NULL
347,2402209,IGT,"G23 AVP 3.0",91.9,0.01,"MONEY COMB",2050484,"GI014001GV1C003 / AI014-09P",0.05,1,igt.jpg,NULL,NULL,NULL,NULL
348,2402210,IGT,"G23 AVP 3.0",93.5,0.01,"MONEY COMB",2050842,"GI014001GV1C003 / AI014-09P",0.05,1,igt.jpg,NULL,NULL,NULL,NULL
349,2402211,IGT,"G23 AVP 3.0",91.9,0.01,"ROYAL LION",2050522,Gl014005JL8E001,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
350,2402212,IGT,"G23 AVP 3.0",92.0,0.01,"ANCIENT ARCADIA",2050515,GI014001GQ6H005/AI014-09J,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
351,2402213,IGT,"G23 AVP 3.0",91.9,0.01,"SECRET LAGGON",2050854,"GI014001IV1H003 / AI014-09P",0.05,1,igt.jpg,NULL,NULL,NULL,NULL
352,2402214,IGT,"G23 AVP 3.0",91.9,0.01,"SECRET LAGGON",2050841,"GI014001IV1H003 / AI014-09P",0.05,1,igt.jpg,NULL,NULL,NULL,NULL
353,2402215,IGT,"G23 AVP 3.0",91.9,0.01,"CALYPSO MAGIC 5R50L MW",2050493,"GI014001CB6A003 / AI014-09P",0.05,1,igt.jpg,NULL,NULL,NULL,NULL
354,2402217,IGT,"G23 AVP 3.0",92.5,0.01,"DESERT SPIRIT 40L",2050834,"GI014001U150007 / AI014-09P",0.05,1,igt.jpg,NULL,NULL,NULL,NULL
355,2402218,IGT,"G23 AVP 3.0",91.4,0.01,"FIRE OPALS MW EXTRA",2050848,"GI014001V850007 / AI014-09P",0.25,1,igt.jpg,NULL,NULL,NULL,NULL
356,2402219,IGT,"G23 AVP 3.0",92.4,0.01,"LADY OF THE LAKE 20L",2050514,"GI014001V760005 / AI014-09P",0.25,1,igt.jpg,NULL,NULL,NULL,NULL
357,2402220,IGT,"G23 AVP 3.0",92.4,0.01,"LADY OF THE LAKE 20L",2050478,"GI014001V760005 / AI014-09P",0.05,1,igt.jpg,NULL,NULL,NULL,NULL
358,2402221,IGT,"G23 AVP 3.0",91.9,0.01,"CASH COASTER",2050369,GI014002GV6C007/AI014-09J,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
359,2402222,IGT,"G23 AVP 3.0",91.9,0.01,"CASH COASTER",2050351,GI014002GV6C007/AI014-09J,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
360,2402223,IGT,"G23 AVP 3.0",93.0,0.01,"RENOIR RICHES 5R 99L",2050871,"GI014001CZ8D003 / AI014-09P",0.25,1,igt.jpg,NULL,NULL,NULL,NULL
361,2402224,IGT,"G23 AVP 3.0",91.5,0.01,"RENOIR RICHES 5R 99L",2050490,"GI014001CZ8D003 / AI014-09P",0.05,1,igt.jpg,NULL,NULL,NULL,NULL
362,2402225,IGT,"G23 AVP 3.0",92.0,0.01,"GARDEN PARTY",2050374,GI014005IG3H003,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
363,2402226,IGT,"G23 AVP 3.0",92.0,0.01,"GARDEN PARTY",2050371,GI014005IG3H003,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
364,2402253,IGT,"G23 AVP 3.0",91.9,0.01,"OLD MONEY",2050866,"GI014001GF5E003 / AI014-09P",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
365,2402255,IGT,"G23 AVP 3.0",92.0,0.01,"PARADISE GARDEN",2050873,"GI014001FX3C001 / AI014-09P",0.05,1,igt.jpg,NULL,NULL,NULL,NULL
366,2402256,IGT,"G23 AVP 3.0",92.4,0.01,"GUARDIANS TREASURE",2050521,GI014005TQ3B001,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
367,2402257,IGT,"G23 AVP 3.0",91.9,0.01,"CANDY BARS",2050500,Gl014002JN9H003,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
368,2402258,IGT,"G23 AVP 3.0",92.0,0.01,"BLACK ORCHID",2050505,Gl014005NO1B010,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
369,2402259,IGT,"G23 AVP 3.0",91.9,0.01,"SIBERIAN STORM",2050879,"GI014001HG5C005 / AI014-09P",0.05,1,igt.jpg,NULL,NULL,NULL,NULL
370,2402260,IGT,"G23 AVP 3.0",91.9,0.01,"SIBERIAN STORM",2050864,"GI014001HG5C005 / AI014-09P",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
371,2402261,IGT,"G23 AVP 3.0",91.9,0.01,"SIBERIAN STORM",2050486,"GI014001HG5C005 / AI014-09P",0.25,1,igt.jpg,NULL,NULL,NULL,NULL
372,2402282,IGT,"G23 AVP 3.0",92.5,0.01,"LIL LADY 40L",2050513,GI014001V79D011/AI014-09P,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
373,2402285,IGT,"G23 AVP 3.0",91.9,0.01,"THUNDERING BUFFALO",2050874,GI014005JW3E001/AI014-09P,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
374,2402322,IGT,"IGT SLANT TOP",91.9,0.01,"PAN PAN",2056684,GI014002RQ5B001,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
375,2402323,IGT,"IGT SLANT TOP",92.7,0.01,"CAT PAWS",2056685,GI014005SC4H004,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
376,2402324,IGT,"IGT SLANT TOP",92.0,0.01,"WILD BEAR PAWS",2056686,GI014005RK9H006,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
377,2402325,IGT,"IGT SLANT TOP",92.0,0.01,"CAT PAWS",2056687,GI014005SC4H004,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
378,2402326,IGT,"G23 MLD_V2",92.2,0.01,"HEXBREAKER 2",2054838,GI014001D890008,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
379,2402327,IGT,"G23 MLD_V2",93.5,0.01,"OUTBACK CASHBACK",2054839,GI014001PF4J007,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
380,2402328,IGT,"G23 MLD_V2",92.2,0.01,"HEXBREAKER 2",2054840,GI014001D890008,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
381,2402329,IGT,"G23 MLD_V2",93.5,0.01,"OUTBACK CASHBACK",2054841,GI014001PF4J007,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
382,2402330,IGT,"G23 MLD_V2",92.0,0.01,"WINNERS CHOICE",2054834,GI014001SJ7C003,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
383,2402331,IGT,"G23 MLD_V2",92.0,0.01,"WINNERS CHOICE",2054835,GI014001SJ7C003,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
384,2402332,IGT,"G23 MLD_V2",91.7,0.01,"FISHING BOB",2054836,GI014005QA6M008,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
385,2402333,IGT,"G23 MLD_V2",91.7,0.01,"FISHING BOB",2054837,GI014005QA6M008,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
386,2402358,WILLIAMS,BLUEBIRD,91.9,0.01,"QUEEN'S KNIGHT",W2116084,SB200001020,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
387,2402359,WILLIAMS,BLUEBIRD,92.0,0.01,LANCELOT,W2116087,DC90-000-1060C0,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
388,2402360,WILLIAMS,BLUEBIRD,92.0,0.01,"MAGIC TIMES",W2116088,SB460001030C2,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
389,2402361,WILLIAMS,BLUEBIRD,91.9,0.01,KILAUEA,W2116090,S9770001020B8,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
390,2402362,WILLIAMS,BLUEBIRD,92.0,0.01,"ALL THAT GLITTER",W2116092,S522-000-1000,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
391,2402363,WILLIAMS,BLUEBIRD,91.9,0.01,"TOP O' THE MORNIN",W2116094,D55A-000-1010C0,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
392,2402364,WILLIAMS,BLUEBIRD,91.9,0.01,"GREAT EAGLE II",W2116096,DD83-000-1030D0,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
393,2402365,WILLIAMS,BLUEBIRD,92.0,0.01,"INVADERS FROM THE PLANET MOOLAH",W2116148,S854-000-1010,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
394,2402376,WILLIAMS,BLUEBIRD,91.9,0.01,"LUCKY MEERKAT",W2201008,S949-000-1020,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
395,2402377,WILLIAMS,BLUEBIRD,92.0,0.01,"ROME AND EGYPT",W2201032,DC81-000-1060C0,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
396,2402388,NOVOMATIC,"FV 626 CF 2",92.5,0.05,"SUPER-V+GAMINATOR 64",468933,v8.9-7,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
397,2402389,NOVOMATIC,"FV 626 CF 2",92.5,0.05,"SUPER-V+GAMINATOR 73",468934,V8.20-1A,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
398,2402390,NOVOMATIC,"FV 626 CF 2",92.8,0.05,"SUPER-V+GAMINATOR 74",468935,V8.20-1,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
399,2402391,NOVOMATIC,"FV 626 CF 2",92.5,0.05,"SUPER-V+GAMINATOR 64",468936,v8.9-7,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
400,2402392,NOVOMATIC,"FV 626 CF 2",92.5,0.05,"SUPER-V+GAMINATOR 73",468937,V8.20-1A,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
401,2402393,NOVOMATIC,"FV 626 CF 2",92.5,0.05,"SUPER-V+GAMINATOR 64",468938,v8.9-7,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
402,2402394,NOVOMATIC,"FV 626 CF 2",92.8,0.05,"SUPER-V+GAMINATOR 74",468939,V8.20-1,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
403,2402395,NOVOMATIC,"FV 626 CF 2",92.5,0.05,"SUPER-V+GAMINATOR 73",468940,V8.20-1A,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
404,2402396,WILLIAMS,"BLUEBIRD II",92.0,0.01,PLATAEA,W2298735,DD60-000-1010,0.25,1,igt.jpg,NULL,NULL,NULL,NULL
405,2402397,WILLIAMS,"BLUEBIRD II",92.0,0.01,PLATAEA,W2298736,DD60-000-1010,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
406,2402398,WILLIAMS,"BLUEBIRD II",92.0,0.01,PLATAEA,W2298737,DD60-000-1010,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
407,2402399,WILLIAMS,"BLUEBIRD II",92.0,0.01,PLATAEA,W2298738,DD60-000-1010,0.20,1,igt.jpg,NULL,NULL,NULL,NULL
408,2402400,WILLIAMS,"BLUEBIRD II",92.0,0.01,"GRIFFINS GATE",W2298739,SA07-0000-1030C0,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
409,2402401,WILLIAMS,"BLUEBIRD II",92.0,0.01,"GRIFFINS GATE",W2298740,SA07-0000-1030C0,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
410,2402402,IGT,"G23 AVP 3.0",90.9,0.01,"CROWN OF EGYPT 40L + MW",2050860,"GI0140001U32C007 / AI014-09P",0.05,1,igt.jpg,,,,
411,2402403,IGT,"G23 AVP 3.0",90.9,0.01,"CROWN OF EGYPT 40L + MW",2050832,"GI0140001U32C007 / AI014-09P",0.05,1,igt.jpg,NULL,NULL,NULL,NULL
412,2402404,IGT,"G23 AVP 3.0",90.9,0.01,"CROWN OF EGYPT 40L + MW",2050858,"GI0140001U32C007 / AI014-09P",0.05,1,igt.jpg,NULL,NULL,NULL,NULL
413,2402405,IGT,"G23 AVP 3.0",91.9,0.01,"GODDES OF VALHALLA",2050855,GI014005RJ2M001,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
414,2402406,IGT,"G23 AVP 3.0",91.9,0.01,"SHADOW OF THE PANTHER",2050852,Gl014005JZ4H003,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
415,2402407,IGT,"G23 AVP 3.0",91.9,0.01,"TANGO DE ORO",2050875,Gl014005MLGB001,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
416,2402408,IGT,"G23 AVP 3.0",91.9,0.01,"SONG BIRDS 40L",2050833,"GI014001AW6D003 / AI014-09P",0.05,1,igt.jpg,NULL,NULL,NULL,NULL
417,2402409,IGT,"G23 AVP 3.0",91.5,0.01,"CARNIVAL OF MYSTERY MASQUERADE MW",2050497,"GI014001N28D009 / AI014-09P",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
418,2402410,IGT,"G23 AVP 3.0",91.5,0.01,"CARNIVAL OF MYSTERY MASQUERADE MW",2050498,"GI014001N28D009 / AI014-09P",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
419,2402411,IGT,"G23 AVP 3.0",91.5,0.01,"PELICAN PAYS 50L",2050495,"GI014001X410001 / AI014-09P",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
420,2402412,IGT,"G23 AVP 3.0",91.5,0.01,"PELICAN PAYS 50L",2050492,"GI014001X410001 / AI014-09P",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
421,2402413,IGT,"G23 AVP 3.0",91.4,0.01,"LION HEART",2050504,"GI014001GE90001 / AI014-09P",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
422,2402414,IGT,"G23 AVP 3.0",91.4,0.01,"LION HEART",2050835,"GI014001GE90001 / AI014-09P",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
423,2402415,IGT,"G23 AVP 3.0",92.2,0.01,MOONWALKER,2050488,"GI014001GJ1E003 / AI014-09P",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
424,2402416,WILLIAMS,BLUEBIRD,92.0,0.01,"GRIFFINS GATE",W2298742,SA07-0000-1030C0,0.10|0.20,1,igt.jpg,NULL,NULL,NULL,NULL
425,2402417,WILLIAMS,"BLUEBIRD II",92.0,0.01,"GRIFFINS GATE",W2298743,SA07-0000-1030C0,0.05|0.10,0,igt.jpg,NULL,NULL,NULL,NULL
426,2402418,WILLIAMS,"BLUEBIRD II",92.3,0.01,"MULTIGAME - PACK 3",W2298744,DD38-000-1010,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
427,2402419,WILLIAMS,"BLUEBIRD II",91.9,0.01,CAVALIER,W2298745,DD38-000-1010,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
428,2402420,WILLIAMS,"BLUEBIRD II",91.9,0.01,CAVALIER,W2298746,DD38-000-1010,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
429,2402421,WILLIAMS,"BLUEBIRD II",91.9,0.01,CAVALIER,W2298747,DD38-000-1010,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
430,2402422,WILLIAMS,"BLUEBIRD II",92.0,0.01,"MULTIGAME - PACK 6",W2298748,SB23-000-1010C0,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
431,2402423,WILLIAMS,"BLUEBIRD II",92.0,0.01,"BRIGHT DIAMONDS",W2298749,SB23-000-1010C0,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
432,2402424,IGT,"G23 AVP 3.0",91.5,0.01,"MICHELANGELO 5R 99L",2050868,"GI014001AO40003 / AI014-09P",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
433,2402425,IGT,"G23 AVP 3.0",91.5,0.01,"MICHELANGELO 5R 99L",2050872,"GI014001AO40003 / AI014-09P",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
434,2402426,IGT,"G23 AVP 3.0",91.5,0.01,"MICHELANGELO 5R 99L",2050517,"GI014001AO40003 / AI014-09P",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
435,2402427,IGT,"G23 AVP 3.0",92.5,0.01,"LUCKY LARRYS LOBSTERMANIA 2",2050869,Gl014001FY5E006,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
436,2402428,IGT,"G23 AVP 3.0",91.5,0.01,"THE LOVERLY OUTIAWS",2050853,Gl014005LZ4H003,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
437,2402429,IGT,"G23 AVP 3.0",91.3,0.01,MOONWALKER,2050836,"GI014001GJ1E003 / AI014-09P",0.25,1,igt.jpg,NULL,NULL,NULL,NULL
438,2402430,IGT,"G23 AVP 3.0",91.8,0.01,"DON JUAN",2050335,GI014005JK2D001/AI014-09J,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
439,2402431,IGT,"G23 AVP 3.0",92.0,0.01,"MISS WHITE",2050332,GI014005QO2H004,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
440,2402432,IGT,"G23 AVP 3.0",91.9,0.01,"TANGO DE ORO",2050375,Gl014005MLGB001,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
441,2402433,IGT,"G23 AVP 3.0",91.9,0.01,"TURTLE BAY 3D SPINNING REEL",2050339,GI014005GZ6H003,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
442,2402434,IGT,"G23 AVP 3.0",91.0,0.01,"JEKYLL Y HYDE",2050362,GI014002KM9D001/AI014-09J,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
443,2402435,IGT,"G23 AVP 3.0",91.9,0.01,"CANDY BARS",2050352,Gl014002JN9H003,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
444,2402437,NOVOMATIC,"FV 623 CF D",92.1,0.10,"ULTIMATE 10 F",167988,V8.8-8,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
445,2402438,NOVOMATIC,"FV 623 CF D",94.5,0.01,"ULTIMATE 10 F",155709,V8.7-15,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
446,2402439,NOVOMATIC,"FV 623 CF D",94.4,0.01,"ULTIMATE 10 D",176763,V8.7-15,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
447,2402440,NOVOMATIC,"FV 623 CF D",92.1,0.01,"ULTIMATE 10 F",167978,V8.8-8,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
448,2402441,NOVOMATIC,"FV 623 CF D",94.5,0.01,"ULTIMATE 10 D",167987,V8.7-15,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
449,2402442,NOVOMATIC,"FV 623 CF D",92.1,0.10,"ULTIMATE 10 F",234841,V8.8-8,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
450,2402443,NOVOMATIC,"FV 623 CF D",94.7,0.10,"ULTIMATE 10 D",234839,V8.7-15,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
451,2402445,WILLIAMS,BLUEBIRD,92.0,0.01,"KING OF THE WILD",W2200981,S838-000-1080B2,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
452,2402446,WILLIAMS,BLUEBIRD,91.9,0.01,"RUNNING WILD",W2200983,S882-000-1030B2,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
453,2402447,WILLIAMS,BLUEBIRD,91.9,0.01,"WHIPPING WILD",W2200985,S883-000-1020B2,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
454,2402449,WILLIAMS,BLUEBIRD,91.8,0.01,"REEL RICH DEVIL",W2200989,S964-000-1060,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
455,2402450,WILLIAMS,BLUEBIRD,92.0,0.01,"BLAZING PHOENIX",W2200991,S752-000-1010A,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
456,2402451,WILLIAMS,BLUEBIRD,92.0,0.01,"INVADERS FROM THE PLANET MOOLAH",W2200993,S854-000-1010,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
457,2402452,WILLIAMS,BLUEBIRD,92.0,0.01,"PYRAMID OF THE KING",W2200995,S602-000-1030A,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
458,2402458,WILLIAMS,BLUEBIRD,91.9,0.01,"WIZARD SPINS",W2201011,D54E-000-1010C0,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
459,2402460,WILLIAMS,BLUEBIRD,91.8,0.01,"GAME OF DRAGONS II",W2201019,S942-000-1020B7,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
460,2402461,WILLIAMS,BLUEBIRD,92.0,0.01,SABERTOOTH,W2201027,DC84-000-1030C0,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
